category;description;alpha_carotene;beta_carotene;beta_cryptoxanthin;carbohydrate;cholesterol;choline;fiber;lutein_and_zeaxanthin;lycopene;niacin;protein;retinol;riboflavin;selenium;sugar_total;thiamin;water;fat.monosaturated_fat;fat.polysaturated_fat;fat.saturated_fat;fat.total_lipid;major_minerals.calcium;major_minerals.copper;major_minerals.iron;major_minerals.magnesium;major_minerals.phosphorus;major_minerals.potassium;major_minerals.sodium;major_minerals.zinc;vitamins.vitamin_a_-_rae;vitamins.vitamin_b12;vitamins.vitamin_b6;vitamins.vitamin_c;vitamins.vitamin_e;vitamins.vitamin_k;calories
Dandelion greens;Dandelion greens, cooked;359.0;5794.0;120.0;9.58;2.0;37.0;3.6;13459.0;0.0;0.798;2.82;11.0;0.258;0.5;0.74;0.178;81.93;1.017;1.152;0.952;3.46;195.0;0.178;3.23;38.0;69.0;414.0;210.0;0.43;514.0;0.0;0.266;25.5;3.9;812.8;80.74
Romaine lettuce;Romaine lettuce, raw;0.0;4443.0;0.0;2.87;0.0;13.6;1.3;1730.0;0.0;0.375;1.36;0.0;0.08;0.6;0.78;0.07;94.98;0.006;0.082;0.02;0.15;36.0;0.029;0.86;13.0;29.0;194.0;28.0;0.18;370.0;0.0;0.09;9.2;0.22;126.3;18.27
Caesar salad;Caesar salad, with romaine, no dressing;0.0;4524.0;0.0;6.78;8.0;10.5;1.8;2000.0;0.0;0.496;4.23;21.0;0.112;4.8;1.23;0.094;84.12;1.015;0.353;1.666;3.57;114.0;0.053;0.99;17.0;89.0;244.0;225.0;0.65;398.0;0.13;0.078;4.0;0.18;88.7;76.17
Escarole;Escarole, cooked;0.0;1102.0;0.0;2.98;2.0;15.1;2.7;0.0;0.0;0.302;1.12;10.0;0.06;0.2;0.22;0.057;91.61;0.936;0.854;0.762;2.71;45.0;0.084;0.7;13.0;22.0;238.0;140.0;0.67;102.0;0.0;0.032;3.2;0.68;207.5;40.79
Greens;Greens, fresh, cooked, no added fat;7.0;3026.0;26.0;5.16;0.0;10.2;4.2;5533.0;0.0;0.906;2.97;0.0;0.212;1.1;0.74;0.077;89.1;0.069;0.388;0.106;0.97;235.0;0.085;1.14;31.0;43.0;302.0;159.0;0.3;254.0;0.0;0.163;46.6;1.66;418.9;41.25
Greens;Greens, frozen, cooked, no added fat;55.0;4476.0;22.0;5.75;0.0;18.3;2.7;8185.0;0.0;0.508;2.92;0.0;0.114;1.2;0.78;0.053;89.46;0.059;0.343;0.098;0.71;169.0;0.069;1.09;26.0;33.0;194.0;146.0;0.28;376.0;0.0;0.088;21.2;1.54;500.4;41.07
Greens;Greens, canned, cooked, no added fat;0.0;3545.0;0.0;2.79;0.0;0.3;1.3;6539.0;0.0;0.357;1.35;0.0;0.06;0.7;0.42;0.01;93.94;0.02;0.119;0.069;0.3;117.0;0.082;1.5;20.0;21.0;140.0;336.0;0.23;296.0;0.0;0.04;14.6;1.46;284.7;19.26
Greens;Greens, NS as to form, cooked;7.0;2956.0;26.0;5.02;2.0;10.2;4.1;5396.0;0.0;0.881;2.89;10.0;0.207;1.1;0.72;0.075;86.9;0.968;1.127;0.801;3.4;228.0;0.084;1.12;30.0;43.0;294.0;164.0;0.29;258.0;0.0;0.175;45.3;1.9;410.1;62.24
Greens;Greens, fresh, cooked, fat added;7.0;2956.0;26.0;5.02;2.0;10.2;4.1;5396.0;0.0;0.881;2.89;10.0;0.207;1.1;0.72;0.075;86.9;0.968;1.127;0.801;3.4;228.0;0.084;1.12;30.0;43.0;294.0;164.0;0.29;258.0;0.0;0.175;45.3;1.9;410.1;62.24
Greens;Greens, frozen, cooked, fat added;53.0;4351.0;21.0;5.59;2.0;18.0;2.6;7948.0;0.0;0.494;2.84;10.0;0.112;1.2;0.76;0.052;87.19;0.989;1.109;0.816;3.23;164.0;0.067;1.06;25.0;33.0;188.0;151.0;0.27;376.0;0.0;0.102;20.6;1.79;488.2;62.79
Greens;Greens, canned, cooked, fat added;0.0;3447.0;0.0;2.71;2.0;0.5;1.3;6350.0;0.0;0.347;1.32;10.0;0.058;0.7;0.4;0.01;91.55;0.947;0.887;0.785;2.81;114.0;0.08;1.46;19.0;21.0;136.0;336.0;0.22;298.0;0.0;0.055;14.2;1.71;278.8;41.41
Kale;Kale, raw;0.0;2870.0;27.0;4.42;0.0;0.5;4.1;6260.0;0.0;1.18;2.92;0.0;0.347;0.9;0.8;0.113;89.6;0.104;0.673;0.178;1.49;254.0;0.053;1.6;33.0;55.0;348.0;53.0;0.39;241.0;0.0;0.147;93.4;0.66;390.0;42.77
Kale;Kale, fresh, cooked, no added fat;0.0;2923.0;27.0;4.74;0.0;0.5;4.4;6375.0;0.0;1.202;3.13;0.0;0.353;1.0;0.86;0.109;88.53;0.111;0.721;0.191;1.6;272.0;0.057;1.72;35.0;59.0;373.0;181.0;0.42;245.0;0.0;0.15;70.1;0.71;418.1;45.88
Kale;Kale, frozen, cooked, no added fat;10.0;1725.0;26.0;5.28;0.0;0.5;2.3;4965.0;0.0;0.456;2.93;0.0;0.14;1.0;1.12;0.063;89.53;0.092;0.595;0.158;1.21;150.0;0.067;0.84;25.0;42.0;144.0;132.0;0.27;146.0;0.0;0.063;17.7;1.6;416.8;43.73
Kale;Kale, canned, cooked, no added fat;0.0;3545.0;0.0;2.79;0.0;0.3;1.3;6539.0;0.0;0.357;1.35;0.0;0.06;0.7;0.42;0.01;93.94;0.02;0.119;0.069;0.3;117.0;0.082;1.5;20.0;21.0;140.0;336.0;0.23;296.0;0.0;0.04;14.6;1.46;284.7;19.26
Kale;Kale, NS as to form, cooked;0.0;2843.0;27.0;4.61;2.0;0.8;4.3;6190.0;0.0;1.167;3.05;11.0;0.344;0.9;0.83;0.106;86.09;1.11;1.534;0.96;4.28;265.0;0.055;1.67;34.0;58.0;363.0;186.0;0.41;250.0;0.0;0.163;68.1;1.0;408.5;69.16
Kale;Kale, fresh, cooked, fat added;0.0;2843.0;27.0;4.61;2.0;0.8;4.3;6190.0;0.0;1.167;3.05;11.0;0.344;0.9;0.83;0.106;86.09;1.11;1.534;0.96;4.28;265.0;0.055;1.67;34.0;58.0;363.0;186.0;0.41;250.0;0.0;0.163;68.1;1.0;408.5;69.16
Kale;Kale, frozen, cooked, fat added;10.0;1680.0;25.0;5.14;2.0;0.7;2.2;4821.0;0.0;0.443;2.85;10.0;0.136;1.0;1.08;0.061;87.26;1.021;1.353;0.874;3.71;146.0;0.065;0.82;24.0;41.0;140.0;138.0;0.26;152.0;0.0;0.077;17.2;1.85;407.0;65.35
Kale;Kale, canned, cooked, fat added;0.0;3447.0;0.0;2.71;2.0;0.5;1.3;6350.0;0.0;0.347;1.32;10.0;0.058;0.7;0.4;0.01;91.55;0.947;0.887;0.785;2.81;114.0;0.08;1.46;19.0;21.0;136.0;336.0;0.22;298.0;0.0;0.055;14.2;1.71;278.8;41.41
Lambsquarter;Lambsquarter, cooked;4.0;4543.0;0.0;4.85;2.0;0.7;2.0;1798.0;0.0;0.872;3.11;10.0;0.252;0.9;0.6;0.097;86.39;1.059;1.072;0.771;3.21;250.0;0.191;0.68;22.0;44.0;279.0;150.0;0.29;389.0;0.0;0.185;35.8;2.09;480.8;60.73
Mustard cabbage;Mustard cabbage, cooked;1.0;2656.0;0.0;2.28;2.0;6.9;1.0;40.0;0.0;0.495;1.57;11.0;0.07;0.5;1.23;0.038;92.05;1.018;0.934;0.803;2.94;110.0;0.022;0.84;20.0;39.0;263.0;199.0;0.2;232.0;0.0;0.209;32.8;0.41;49.9;41.86
Mustard greens;Mustard greens, raw;10.0;1790.0;40.0;4.67;0.0;0.5;3.2;3730.0;0.0;0.8;2.86;0.0;0.11;0.9;1.32;0.08;90.7;0.092;0.038;0.01;0.42;115.0;0.165;1.64;32.0;58.0;384.0;20.0;0.25;151.0;0.0;0.18;70.0;2.01;257.5;33.9
Mustard greens;Mustard greens, fresh, cooked, no added fat;10.0;1823.0;41.0;5.01;0.0;0.5;3.4;3799.0;0.0;0.815;3.07;0.0;0.112;1.0;1.42;0.077;89.71;0.099;0.041;0.011;0.45;123.0;0.177;1.76;34.0;62.0;412.0;146.0;0.27;154.0;0.0;0.183;52.5;2.15;276.1;36.37
Mustard greens;Mustard greens, frozen, cooked, no added fat;0.0;4233.0;0.0;3.1;0.0;0.3;2.8;6652.0;0.0;0.257;2.26;0.0;0.053;0.6;0.32;0.04;93.52;0.113;0.047;0.013;0.25;101.0;0.058;1.12;13.0;24.0;139.0;141.0;0.2;353.0;0.0;0.108;13.8;1.35;334.1;23.69
Mustard greens;Mustard greens, canned, cooked, no added fat;0.0;3545.0;0.0;2.79;0.0;0.3;1.3;6539.0;0.0;0.357;1.35;0.0;0.06;0.7;0.42;0.01;93.94;0.02;0.119;0.069;0.3;117.0;0.082;1.5;20.0;21.0;140.0;336.0;0.23;296.0;0.0;0.04;14.6;1.46;284.7;19.26
Mustard greens;Mustard greens, NS as to form, cooked;10.0;1775.0;40.0;4.87;2.0;0.8;3.3;3688.0;0.0;0.792;2.99;11.0;0.109;0.9;1.38;0.075;87.24;1.098;0.873;0.786;3.16;120.0;0.172;1.71;33.0;61.0;400.0;152.0;0.26;161.0;0.0;0.196;51.0;2.41;270.6;59.88
Mustard greens;Mustard greens, fresh, cooked, fat added;10.0;1775.0;40.0;4.87;2.0;0.8;3.3;3688.0;0.0;0.792;2.99;11.0;0.109;0.9;1.38;0.075;87.24;1.098;0.873;0.786;3.16;120.0;0.172;1.71;33.0;61.0;400.0;152.0;0.26;161.0;0.0;0.196;51.0;2.41;270.6;59.88
Mustard greens;Mustard greens, frozen, cooked, fat added;0.0;4115.0;0.0;3.02;2.0;0.5;2.7;6459.0;0.0;0.25;2.21;10.0;0.052;0.6;0.31;0.039;91.13;1.041;0.821;0.733;2.78;98.0;0.056;1.09;13.0;24.0;135.0;146.0;0.19;353.0;0.0;0.121;13.4;1.6;326.7;45.94
Mustard greens;Mustard greens, canned, cooked, fat added;0.0;3447.0;0.0;2.71;2.0;0.5;1.3;6350.0;0.0;0.347;1.32;10.0;0.058;0.7;0.4;0.01;91.55;0.947;0.887;0.785;2.81;114.0;0.08;1.46;19.0;21.0;136.0;336.0;0.22;298.0;0.0;0.055;14.2;1.71;278.8;41.41
Poke greens;Poke greens, cooked;0.0;5058.0;0.0;3.01;2.0;0.5;1.5;1691.0;0.0;1.065;2.24;10.0;0.242;0.9;1.55;0.068;90.26;0.945;0.946;0.81;2.92;52.0;0.122;1.16;14.0;32.0;178.0;139.0;0.18;432.0;0.0;0.124;79.4;1.12;106.9;47.28
Radicchio;Radicchio, raw;0.0;16.0;0.0;4.48;0.0;10.9;0.9;8832.0;0.0;0.255;1.43;0.0;0.028;0.9;0.6;0.016;93.14;0.01;0.11;0.06;0.25;19.0;0.341;0.57;13.0;40.0;302.0;22.0;0.62;1.0;0.0;0.057;8.0;2.26;255.2;25.89
Spinach;Spinach, raw;0.0;5626.0;0.0;3.63;0.0;19.3;2.2;12198.0;0.0;0.724;2.86;0.0;0.189;1.0;0.42;0.078;91.4;0.01;0.165;0.063;0.39;99.0;0.13;2.71;79.0;49.0;558.0;79.0;0.53;469.0;0.0;0.195;28.1;2.03;482.9;29.47
Spinach;Spinach, fresh, cooked, no added fat;0.0;6269.0;0.0;4.26;0.0;22.6;2.6;13592.0;0.0;0.807;3.36;0.0;0.211;1.2;0.49;0.082;89.56;0.012;0.194;0.074;0.46;116.0;0.152;3.18;93.0;57.0;655.0;229.0;0.62;523.0;0.0;0.217;23.1;2.38;566.4;34.62
Spinach;Spinach, frozen, cooked, no added fat;0.0;7215.0;0.0;4.79;0.0;24.7;3.7;15643.0;0.0;0.438;4.0;0.0;0.175;5.5;0.51;0.078;88.68;0.0;0.37;0.157;0.87;153.0;0.161;1.95;82.0;50.0;301.0;212.0;0.49;601.0;0.0;0.136;2.2;3.53;539.1;42.99
Spinach;Spinach, canned, cooked, no added fat;0.0;5881.0;0.0;3.4;0.0;18.4;2.4;10575.0;0.0;0.388;2.81;0.0;0.138;1.4;0.4;0.016;91.78;0.013;0.211;0.081;0.5;127.0;0.18;2.3;76.0;44.0;346.0;322.0;0.46;490.0;0.0;0.1;13.6;1.94;461.6;29.34
Spinach;Spinach, fresh, cooked with oil;0.0;6087.0;0.0;4.13;0.0;22.0;2.5;13198.0;0.0;0.783;3.26;0.0;0.204;1.1;0.48;0.08;86.45;1.442;1.595;0.539;3.86;113.0;0.148;3.09;90.0;56.0;636.0;222.0;0.6;507.0;0.0;0.211;22.4;2.71;554.0;64.3
Spinach;Spinach, fresh, cooked with butter or margarine;0.0;6099.0;0.0;4.15;4.0;22.5;2.5;13198.0;0.0;0.784;3.28;24.0;0.206;1.2;0.48;0.08;87.22;0.773;0.605;1.301;3.0;114.0;0.148;3.09;90.0;56.0;636.0;245.0;0.6;533.0;0.0;0.25;22.4;2.61;551.5;56.72
Spinach;Spinach, NS as to form, cooked;0.0;6093.0;0.0;4.14;2.0;22.3;2.5;13198.0;0.0;0.784;3.27;12.0;0.205;1.1;0.48;0.08;86.84;1.108;1.1;0.92;3.43;113.0;0.148;3.09;90.0;56.0;636.0;234.0;0.6;520.0;0.0;0.23;22.4;2.66;552.7;60.51
Spinach;Spinach, fresh, cooked, fat added, NS as to fat type;0.0;6093.0;0.0;4.14;2.0;22.3;2.5;13198.0;0.0;0.784;3.27;12.0;0.205;1.1;0.48;0.08;86.84;1.108;1.1;0.92;3.43;113.0;0.148;3.09;90.0;56.0;636.0;234.0;0.6;520.0;0.0;0.23;22.4;2.66;552.7;60.51
Spinach;Spinach, frozen, cooked, fat added, NS as to fat type;0.0;7011.0;0.0;4.65;2.0;24.2;3.6;15189.0;0.0;0.425;3.89;10.0;0.171;5.3;0.49;0.076;86.43;0.932;1.134;0.873;3.38;149.0;0.156;1.9;79.0;49.0;293.0;216.0;0.48;594.0;0.0;0.148;2.1;3.72;525.8;64.58
Spinach;Spinach, canned, cooked, fat added, NS as to fat type;0.0;5715.0;0.0;3.31;2.0;18.1;2.3;10267.0;0.0;0.377;2.74;10.0;0.134;1.4;0.39;0.016;89.44;0.947;0.982;0.802;3.03;124.0;0.175;2.24;74.0;43.0;336.0;322.0;0.45;486.0;0.0;0.114;13.2;2.18;450.5;51.47
Spinach;Spinach, frozen, cooked with oil;0.0;7006.0;0.0;4.65;0.0;24.0;3.6;15189.0;0.0;0.425;3.88;0.0;0.17;5.3;0.49;0.076;86.1;1.216;1.555;0.549;3.75;148.0;0.156;1.9;79.0;48.0;292.0;206.0;0.47;584.0;0.0;0.132;2.1;3.77;526.8;67.87
Spinach;Spinach, frozen, cooked with butter or margarine;0.0;7016.0;0.0;4.66;4.0;24.5;3.6;15189.0;0.0;0.426;3.9;21.0;0.171;5.3;0.5;0.076;86.76;0.648;0.713;1.196;3.01;149.0;0.156;1.9;79.0;49.0;293.0;226.0;0.48;605.0;0.0;0.164;2.1;3.68;524.7;61.33
Spinach;Spinach, canned, cooked with oil;0.0;5710.0;0.0;3.3;0.0;17.9;2.3;10267.0;0.0;0.377;2.73;0.0;0.134;1.4;0.39;0.016;89.11;1.232;1.405;0.477;3.4;123.0;0.175;2.24;74.0;43.0;336.0;313.0;0.45;476.0;0.0;0.097;13.2;2.22;451.6;54.72
Spinach;Spinach, canned, cooked with butter or margarine;0.0;5720.0;0.0;3.31;4.0;18.3;2.3;10267.0;0.0;0.378;2.74;21.0;0.135;1.4;0.39;0.016;89.77;0.662;0.56;1.126;2.66;124.0;0.175;2.23;74.0;43.0;337.0;332.0;0.45;497.0;0.0;0.13;13.2;2.13;449.4;48.14
Spinach;Spinach, creamed;0.0;3784.0;0.0;6.65;18.0;16.2;1.6;8180.0;0.0;0.495;2.48;65.0;0.157;1.3;0.76;0.053;82.57;1.458;0.368;3.715;6.03;82.0;0.097;1.95;57.0;44.0;409.0;431.0;0.42;380.0;0.02;0.136;14.0;1.58;341.4;90.79
Spinach souffle;Spinach souffle;0.0;1787.0;2.0;7.1;100.0;78.7;1.1;3923.0;0.0;0.418;5.7;99.0;0.236;10.6;2.45;0.081;77.53;2.397;0.642;4.451;8.49;102.0;0.05;0.96;29.0;99.0;175.0;168.0;0.57;247.0;0.38;0.083;0.6;1.26;133.0;127.61
Spinach and cheese casserole;Spinach and cheese casserole;0.0;4519.0;1.0;9.91;18.0;20.5;2.8;9766.0;0.0;0.818;7.02;50.0;0.216;8.5;1.05;0.129;73.61;1.827;0.783;3.887;7.44;244.0;0.13;1.75;63.0;131.0;250.0;308.0;0.89;426.0;0.19;0.109;1.1;2.45;355.2;134.68
Palak Paneer;Palak Paneer;12.0;1942.0;0.0;4.31;7.0;13.4;1.2;4091.0;313.0;0.369;5.22;15.0;0.128;3.9;1.89;0.042;82.03;2.461;2.164;1.519;6.99;70.0;0.07;1.15;33.0;79.0;269.0;221.0;0.38;178.0;0.08;0.102;8.8;1.42;178.0;101.03
Channa Saag;Channa Saag;6.0;4022.0;10.0;9.54;0.0;23.7;3.4;8618.0;0.0;0.665;4.07;0.0;0.151;1.6;1.81;0.081;80.2;1.536;1.727;0.563;4.17;90.0;0.175;2.81;71.0;75.0;501.0;250.0;0.74;336.0;0.0;0.188;15.0;2.08;364.0;91.97
Taro leaves;Taro leaves, cooked;0.0;2868.0;0.0;6.98;2.0;13.6;3.9;1911.0;0.0;1.497;5.19;11.0;0.451;0.9;3.13;0.196;81.99;1.065;1.153;0.932;3.5;112.0;0.281;2.35;47.0;63.0;675.0;134.0;0.43;250.0;0.0;0.162;37.9;2.42;115.6;80.18
Thistle leaves;Thistle leaves, cooked;0.0;4109.0;0.0;5.73;2.0;20.5;1.1;12361.0;0.0;0.989;2.72;11.0;0.258;0.9;4.58;0.075;85.89;1.251;1.071;0.799;3.46;85.0;0.177;1.36;40.0;79.0;631.0;146.0;0.24;354.0;0.0;0.262;50.3;1.05;566.6;64.94
Turnip greens;Turnip greens, fresh, cooked, no added fat;0.0;4561.0;0.0;4.35;0.0;0.3;3.5;8415.0;0.0;0.41;1.14;0.0;0.072;0.9;0.53;0.045;92.92;0.015;0.091;0.053;0.23;137.0;0.252;0.8;22.0;29.0;202.0;145.0;0.14;380.0;0.0;0.179;27.3;1.87;366.5;24.03
Turnip greens;Turnip greens, frozen, cooked, no added fat;0.0;6440.0;0.0;4.96;0.0;0.5;3.4;11879.0;0.0;0.467;3.34;0.0;0.074;1.2;0.75;0.054;90.13;0.028;0.169;0.099;0.42;152.0;0.15;1.93;26.0;34.0;223.0;131.0;0.41;536.0;0.0;0.067;21.7;2.65;517.3;36.98
Turnip greens;Turnip greens, canned, cooked, no added fat;0.0;3545.0;0.0;2.79;0.0;0.3;1.3;6539.0;0.0;0.357;1.35;0.0;0.06;0.7;0.42;0.01;93.94;0.02;0.119;0.069;0.3;117.0;0.082;1.5;20.0;21.0;140.0;336.0;0.23;296.0;0.0;0.04;14.6;1.46;284.7;19.26
Turrnip greens;Turrnip greens, NS as to form, cooked;0.0;4434.0;0.0;4.23;2.0;0.5;3.4;8170.0;0.0;0.398;1.11;10.0;0.07;0.9;0.51;0.044;90.55;0.947;0.863;0.772;2.76;133.0;0.245;0.78;21.0;28.0;197.0;150.0;0.14;380.0;0.0;0.191;26.5;2.12;358.2;46.2
Turnip greens;Turnip greens, fresh, cooked, fat added;0.0;4434.0;0.0;4.23;2.0;0.5;3.4;8170.0;0.0;0.398;1.11;10.0;0.07;0.9;0.51;0.044;90.55;0.947;0.863;0.772;2.76;133.0;0.245;0.78;21.0;28.0;197.0;150.0;0.14;380.0;0.0;0.191;26.5;2.12;358.2;46.2
Turnip greens;Turnip greens, frozen, cooked, fat added;0.0;6258.0;0.0;4.83;2.0;0.7;3.3;11534.0;0.0;0.454;3.25;10.0;0.072;1.2;0.73;0.052;87.84;0.959;0.94;0.817;2.94;148.0;0.145;1.88;25.0;33.0;217.0;137.0;0.4;532.0;0.0;0.081;21.1;2.87;504.7;58.78
Turnip greens;Turnip greens, canned, cooked, fat added;0.0;3447.0;0.0;2.71;2.0;0.5;1.3;6350.0;0.0;0.347;1.32;10.0;0.058;0.7;0.4;0.01;91.55;0.947;0.887;0.785;2.81;114.0;0.08;1.46;19.0;21.0;136.0;336.0;0.22;298.0;0.0;0.055;14.2;1.71;278.8;41.41
Turnip greens;Turnip greens, canned, reduced sodium, cooked, no added fat;0.0;3573.0;0.0;2.81;0.0;0.3;1.3;6591.0;0.0;0.36;1.36;0.0;0.06;0.7;0.42;0.01;94.69;0.02;0.12;0.07;0.3;118.0;0.083;1.51;20.0;21.0;141.0;29.0;0.23;298.0;0.0;0.04;14.7;1.47;287.0;19.38
Turnip greens;Turnip greens, canned, reduced sodium, cooked, fat added;0.0;3474.0;0.0;2.73;2.0;0.5;1.3;6399.0;0.0;0.35;1.33;10.0;0.059;0.7;0.41;0.01;92.26;0.954;0.894;0.791;2.84;115.0;0.081;1.47;19.0;21.0;137.0;38.0;0.22;300.0;0.0;0.055;14.3;1.72;281.0;41.8
Watercress;Watercress, raw;0.0;1914.0;0.0;1.29;0.0;9.0;0.5;5767.0;0.0;0.2;2.3;0.0;0.12;0.9;0.2;0.09;95.11;0.008;0.035;0.027;0.1;120.0;0.077;0.2;21.0;60.0;330.0;41.0;0.11;160.0;0.0;0.129;43.0;1.0;250.0;15.26
Watercress;Watercress, cooked;0.0;1898.0;0.0;1.35;2.0;9.6;0.5;5703.0;0.0;0.198;2.4;11.0;0.119;0.9;0.21;0.084;91.83;1.011;0.87;0.803;2.83;125.0;0.08;0.21;22.0;63.0;344.0;174.0;0.12;170.0;0.0;0.145;31.3;1.36;262.8;40.47
Bitter melon;Bitter melon, horseradish, jute, or radish leaves, cooked;0.0;1409.0;0.0;6.47;2.0;20.6;1.8;2554.0;0.0;0.964;3.49;10.0;0.273;0.9;1.01;0.142;86.19;0.937;0.856;0.752;2.73;41.0;0.195;0.99;91.0;75.0;583.0;135.0;0.29;128.0;0.0;0.752;53.8;1.7;160.2;64.41
Sweet potato;Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked;32.0;1675.0;44.0;7.15;2.0;20.6;1.8;11083.0;0.0;0.971;2.12;10.0;0.259;0.9;5.3;0.109;86.68;0.944;0.905;0.784;2.87;32.0;0.032;0.61;46.0;39.0;302.0;129.0;0.25;153.0;0.0;0.171;1.5;1.23;107.5;62.91
Broccoli;Broccoli, raw;25.0;361.0;1.0;6.64;0.0;18.7;2.6;1403.0;0.0;0.639;2.82;0.0;0.117;2.5;1.7;0.071;89.3;0.031;0.112;0.114;0.37;47.0;0.049;0.73;21.0;66.0;316.0;33.0;0.41;31.0;0.0;0.175;89.2;0.78;101.6;41.17
Broccoli;Broccoli, cooked, from restaurant;23.0;347.0;1.0;6.56;3.0;18.9;2.6;1316.0;0.0;0.6;2.8;18.0;0.111;2.5;1.68;0.063;84.56;1.615;1.428;1.338;4.68;47.0;0.048;0.72;21.0;66.0;313.0;240.0;0.41;47.0;0.0;0.183;74.9;1.27;104.3;79.56
Broccoli;Broccoli, fresh, cooked, no added fat;25.0;356.0;1.0;6.9;0.0;19.4;2.7;1384.0;0.0;0.63;2.93;0.0;0.115;2.6;1.77;0.066;88.58;0.032;0.116;0.118;0.38;49.0;0.051;0.76;22.0;69.0;328.0;155.0;0.43;31.0;0.0;0.164;78.7;0.81;105.5;42.74
Broccoli;Broccoli, frozen, cooked, no added fat;19.0;595.0;1.0;5.33;0.0;16.2;3.0;1092.0;0.0;0.457;3.09;0.0;0.081;0.7;1.47;0.055;90.45;0.008;0.055;0.018;0.12;33.0;0.034;0.61;13.0;49.0;142.0;127.0;0.28;51.0;0.0;0.13;40.0;1.32;87.8;34.76
Broccoli;Broccoli, NS as to form, cooked;24.0;351.0;1.0;6.7;2.0;19.1;2.6;1344.0;0.0;0.613;2.85;11.0;0.113;2.5;1.72;0.065;86.23;1.002;0.92;0.866;3.02;48.0;0.049;0.74;21.0;67.0;319.0;160.0;0.41;41.0;0.0;0.176;76.5;1.09;104.9;65.38
Broccoli;Broccoli, fresh, cooked, fat added, NS as to fat type;24.0;351.0;1.0;6.7;2.0;19.1;2.6;1344.0;0.0;0.613;2.85;11.0;0.113;2.5;1.72;0.065;86.23;1.002;0.92;0.866;3.02;48.0;0.049;0.74;21.0;67.0;319.0;160.0;0.41;41.0;0.0;0.176;76.5;1.09;104.9;65.38
Broccoli;Broccoli, frozen, cooked, fat added, NS as to fat type;18.0;583.0;1.0;5.18;2.0;15.9;2.9;1060.0;0.0;0.444;3.01;10.0;0.079;0.7;1.42;0.053;88.15;0.94;0.828;0.738;2.65;32.0;0.033;0.59;13.0;48.0;138.0;133.0;0.27;60.0;0.0;0.142;38.8;1.57;87.6;56.61
Broccoli;Broccoli, fresh, cooked with oil;24.0;346.0;1.0;6.7;0.0;18.9;2.6;1344.0;0.0;0.612;2.84;0.0;0.112;2.5;1.71;0.064;85.88;1.298;1.359;0.529;3.4;48.0;0.049;0.74;21.0;67.0;319.0;150.0;0.41;30.0;0.0;0.159;76.5;1.14;106.0;68.76
Broccoli;Broccoli, fresh, cooked with butter or margarine;24.0;356.0;1.0;6.71;4.0;19.3;2.6;1344.0;0.0;0.613;2.86;21.0;0.113;2.5;1.72;0.065;86.57;0.706;0.482;1.203;2.63;48.0;0.049;0.74;21.0;67.0;319.0;170.0;0.42;52.0;0.0;0.193;76.5;1.05;103.8;61.95
Broccoli;Broccoli, frozen, cooked with oil;18.0;578.0;1.0;5.18;0.0;15.7;2.9;1060.0;0.0;0.443;3.0;0.0;0.078;0.7;1.42;0.053;87.82;1.224;1.249;0.415;3.02;32.0;0.033;0.6;13.0;47.0;137.0;123.0;0.27;49.0;0.0;0.126;38.8;1.62;88.7;59.9
Broccoli;Broccoli, frozen, cooked with butter or margarine;18.0;588.0;1.0;5.19;4.0;16.1;2.9;1060.0;0.0;0.444;3.02;21.0;0.079;0.7;1.42;0.053;88.48;0.656;0.408;1.062;2.28;33.0;0.033;0.59;13.0;48.0;138.0;142.0;0.27;71.0;0.0;0.159;38.8;1.53;86.6;53.36
Broccoli casserole with noodles;Broccoli casserole with noodles;13.0;192.0;1.0;16.02;17.0;19.2;2.0;734.0;0.0;1.234;3.72;29.0;0.127;10.0;1.49;0.155;75.34;0.932;0.444;1.966;3.79;42.0;0.071;1.1;20.0;70.0;197.0;186.0;0.5;45.0;0.05;0.106;41.1;0.55;55.7;113.07
Broccoli casserole with rice;Broccoli casserole with rice;9.0;302.0;1.0;15.09;7.0;11.5;1.9;542.0;0.0;1.008;4.13;23.0;0.087;5.2;1.22;0.12;76.16;0.818;0.567;1.683;3.5;79.0;0.053;0.92;14.0;77.0;105.0;186.0;0.52;49.0;0.05;0.101;19.8;0.79;46.2;108.38
Fried broccoli;Fried broccoli;9.0;135.0;1.0;22.34;10.0;17.9;1.8;542.0;0.0;1.808;4.25;4.0;0.18;10.2;1.01;0.238;59.23;5.171;5.191;1.845;12.78;42.0;0.066;1.59;15.0;65.0;160.0;328.0;0.41;16.0;0.04;0.081;29.9;1.75;54.5;221.38
Broccoli;Broccoli, chinese, raw;0.0;1032.0;0.0;4.67;0.0;26.5;2.6;957.0;0.0;0.459;1.2;0.0;0.153;1.4;0.88;0.1;92.55;0.053;0.347;0.116;0.76;105.0;0.064;0.59;19.0;43.0;274.0;7.0;0.41;86.0;0.0;0.074;29.6;0.5;89.1;30.32
Broccoli;Broccoli, Chinese, cooked;0.0;994.0;0.0;4.72;2.0;27.0;2.6;917.0;0.0;0.44;1.22;11.0;0.147;1.4;0.89;0.091;89.5;1.024;1.157;0.868;3.41;106.0;0.065;0.6;19.0;44.0;277.0;134.0;0.41;94.0;0.0;0.084;25.4;0.81;92.3;54.45
