category;description;alpha_carotene;beta_carotene;beta_cryptoxanthin;carbohydrate;cholesterol;choline;fiber;lutein_and_zeaxanthin;lycopene;niacin;protein;retinol;riboflavin;selenium;sugar_total;thiamin;water;fat.monosaturated_fat;fat.polysaturated_fat;fat.saturated_fat;fat.total_lipid;major_minerals.calcium;major_minerals.copper;major_minerals.iron;major_minerals.magnesium;major_minerals.phosphorus;major_minerals.potassium;major_minerals.sodium;major_minerals.zinc;vitamins.vitamin_a_-_rae;vitamins.vitamin_b12;vitamins.vitamin_b6;vitamins.vitamin_c;vitamins.vitamin_e;vitamins.vitamin_k;calories
Milk;Milk, human;0.0;7.0;0.0;6.89;14.0;16.0;0.0;0.0;0.0;0.177;1.03;60.0;0.036;1.8;6.89;0.014;87.5;1.658;0.497;2.009;4.38;32.0;0.052;0.03;3.0;14.0;51.0;17.0;0.17;61.0;0.05;0.011;5.0;0.08;0.3;71.1
Milk;Milk, NFS;0.0;4.0;0.0;4.87;8.0;17.9;0.0;0.0;0.0;0.11;3.34;58.0;0.137;1.9;4.89;0.057;89.04;0.426;0.065;1.164;1.99;126.0;0.001;0.0;12.0;103.0;157.0;39.0;0.42;59.0;0.56;0.06;0.1;0.03;0.2;50.75
Milk;Milk, whole;0.0;7.0;0.0;4.67;12.0;17.8;0.0;0.0;0.0;0.105;3.28;31.0;0.138;1.9;4.81;0.056;88.1;0.688;0.108;1.86;3.2;123.0;0.001;0.0;12.0;101.0;150.0;38.0;0.41;32.0;0.54;0.061;0.0;0.05;0.3;60.6
Milk;Milk, low sodium, whole;0.0;7.0;0.0;4.46;14.0;16.0;0.0;0.0;0.0;0.043;3.1;28.0;0.105;2.0;4.46;0.02;88.2;0.999;0.128;2.154;3.46;101.0;0.01;0.05;5.0;86.0;253.0;3.0;0.38;29.0;0.36;0.034;0.9;0.08;0.3;61.38
Milk;Milk, calcium fortified, whole;0.0;7.0;0.0;4.67;12.0;17.8;0.0;0.0;0.0;0.105;3.28;31.0;0.138;1.9;4.81;0.056;88.1;0.688;0.108;1.86;3.2;123.0;0.001;0.0;12.0;101.0;150.0;38.0;0.41;32.0;0.54;0.061;0.0;0.05;0.3;60.6
Milk;Milk, calcium fortified, low fat (1%);0.0;1.0;0.0;5.19;5.0;17.4;0.0;0.0;0.0;0.113;3.38;58.0;0.14;2.1;4.96;0.057;89.7;0.21;0.032;0.568;0.95;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;58.0;0.61;0.06;0.0;0.02;0.1;42.83
Milk;Milk, calcium fortified, fat free (skim);0.0;0.0;0.0;4.85;2.0;16.0;0.0;0.0;0.0;0.088;3.4;137.0;0.14;2.1;4.85;0.036;90.8;0.047;0.007;0.117;0.18;204.0;0.011;0.04;11.0;101.0;166.0;52.0;0.4;137.0;0.38;0.04;1.0;0.01;0.0;34.62
Milk;Milk, reduced fat (2%);0.0;3.0;0.0;4.91;8.0;18.2;0.0;0.0;0.0;0.112;3.35;83.0;0.137;1.8;4.89;0.059;89.1;0.4;0.058;1.11;1.9;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;83.0;0.55;0.061;0.2;0.03;0.2;50.14
Milk;Milk, acidophilus, low fat (1%);0.0;1.0;0.0;5.19;5.0;17.4;0.0;0.0;0.0;0.113;3.38;58.0;0.14;2.1;4.96;0.057;89.7;0.21;0.032;0.568;0.95;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;58.0;0.61;0.06;0.0;0.02;0.1;42.83
Milk;Milk, acidophilus, reduced fat (2%);0.0;3.0;0.0;4.91;8.0;18.2;0.0;0.0;0.0;0.112;3.35;83.0;0.137;1.8;4.89;0.059;89.1;0.4;0.058;1.11;1.9;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;83.0;0.55;0.061;0.2;0.03;0.2;50.14
Milk;Milk, low fat (1%);0.0;1.0;0.0;5.19;5.0;17.4;0.0;0.0;0.0;0.113;3.38;58.0;0.14;2.1;4.96;0.057;89.7;0.21;0.032;0.568;0.95;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;58.0;0.61;0.06;0.0;0.02;0.1;42.83
Milk;Milk, fat free (skim);0.0;2.0;0.0;4.89;3.0;18.2;0.0;0.0;0.0;0.118;3.43;64.0;0.131;2.0;5.05;0.056;90.8;0.017;0.006;0.049;0.08;132.0;0.002;0.0;12.0;107.0;167.0;41.0;0.45;64.0;0.58;0.058;0.0;0.0;0.0;34.0
Milk;Milk, lactose free, low fat (1%);0.0;1.0;0.0;5.19;5.0;17.4;0.0;0.0;0.0;0.113;3.38;58.0;0.14;2.1;4.96;0.057;89.7;0.21;0.032;0.568;0.95;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;58.0;0.61;0.06;0.0;0.02;0.1;42.83
Milk;Milk, lactose free, fat free (skim);0.0;2.0;0.0;4.89;3.0;18.2;0.0;0.0;0.0;0.118;3.43;64.0;0.131;2.0;5.05;0.056;90.8;0.017;0.006;0.049;0.08;132.0;0.002;0.0;12.0;107.0;167.0;41.0;0.45;64.0;0.58;0.058;0.0;0.0;0.0;34.0
Milk;Milk, lactose free, reduced fat (2%);0.0;3.0;0.0;4.91;8.0;18.2;0.0;0.0;0.0;0.112;3.35;83.0;0.137;1.8;4.89;0.059;89.1;0.4;0.058;1.11;1.9;126.0;0.001;0.0;12.0;103.0;159.0;39.0;0.43;83.0;0.55;0.061;0.2;0.03;0.2;50.14
Milk;Milk, lactose free, whole;0.0;7.0;0.0;4.67;12.0;17.8;0.0;0.0;0.0;0.105;3.28;31.0;0.138;1.9;4.81;0.056;88.1;0.688;0.108;1.86;3.2;123.0;0.001;0.0;12.0;101.0;150.0;38.0;0.41;32.0;0.54;0.061;0.0;0.05;0.3;60.6
Buttermilk;Buttermilk, fat free (skim);0.0;1.0;0.0;4.79;4.0;17.7;0.0;0.0;0.0;0.058;3.31;13.0;0.154;2.0;4.79;0.034;90.13;0.254;0.033;0.66;1.07;116.0;0.011;0.05;11.0;89.0;151.0;148.0;0.42;14.0;0.22;0.034;1.0;0.05;0.1;42.03
Buttermilk;Buttermilk, low fat (1%);0.0;1.0;0.0;4.79;4.0;17.7;0.0;0.0;0.0;0.058;3.31;13.0;0.154;2.0;4.79;0.034;90.13;0.254;0.033;0.66;1.07;116.0;0.011;0.05;11.0;89.0;151.0;148.0;0.42;14.0;0.22;0.034;1.0;0.05;0.1;42.03
Buttermilk;Buttermilk, reduced fat (2%);0.0;3.0;0.0;5.3;8.0;16.0;0.0;0.0;0.0;0.1;4.1;16.0;0.21;2.3;5.3;0.05;87.7;0.576;0.071;1.242;2.0;143.0;0.008;0.06;13.0;82.0;180.0;105.0;0.24;16.0;0.37;0.03;1.5;0.11;0.1;55.6
Buttermilk;Buttermilk, whole;0.0;7.0;0.0;4.88;11.0;14.6;0.0;0.0;0.0;0.09;3.21;46.0;0.172;3.7;4.88;0.047;87.91;0.827;0.198;1.899;3.31;115.0;0.025;0.03;10.0;85.0;135.0;105.0;0.38;47.0;0.46;0.036;0.0;0.07;0.3;62.15
Kefir;Kefir, NS as to fat content;0.0;2.0;0.0;7.48;5.0;15.2;0.0;0.0;0.0;0.128;3.59;174.0;0.172;3.6;6.91;0.03;87.26;0.286;0.047;0.596;0.96;124.0;0.009;0.04;12.0;100.0;159.0;38.0;0.45;174.0;0.3;0.059;0.8;0.04;0.6;52.92
Goat's milk;Goat's milk, whole;0.0;7.0;0.0;4.45;11.0;16.0;0.0;0.0;0.0;0.277;3.56;56.0;0.138;1.4;4.45;0.048;87.03;1.109;0.149;2.667;4.14;134.0;0.046;0.05;14.0;111.0;204.0;50.0;0.3;57.0;0.07;0.046;1.3;0.07;0.3;69.3
Milk;Milk, dry, reconstituted, NS as to fat content;0.0;0.0;0.0;4.6;2.0;15.0;0.0;0.0;0.0;0.084;3.2;58.0;0.137;2.4;4.6;0.037;91.34;0.018;0.003;0.044;0.07;114.0;0.013;0.03;11.0;86.0;159.0;51.0;0.37;58.0;0.36;0.032;0.6;0.0;0.0;31.83
Milk;Milk, dry, reconstituted, whole;0.0;8.0;0.0;5.86;15.0;18.2;0.0;0.0;0.0;0.099;4.01;39.0;0.184;2.5;5.86;0.043;85.04;1.209;0.101;2.554;4.08;142.0;0.021;0.07;14.0;118.0;203.0;60.0;0.52;39.0;0.5;0.046;1.3;0.09;0.3;76.2
Milk;Milk, dry, reconstituted, low fat (1%);0.0;2.0;0.0;4.55;4.0;15.0;0.0;0.0;0.0;0.083;3.17;65.0;0.136;2.4;4.55;0.036;90.48;0.291;0.038;0.633;1.01;113.0;0.013;0.03;11.0;85.0;157.0;51.0;0.37;65.0;0.35;0.032;0.6;0.03;0.1;39.97
Milk;Milk, dry, reconstituted, fat free (skim);0.0;0.0;0.0;4.6;2.0;15.0;0.0;0.0;0.0;0.084;3.2;1.0;0.137;2.4;4.6;0.037;91.34;0.018;0.003;0.044;0.07;114.0;0.013;0.03;11.0;86.0;159.0;51.0;0.37;1.0;0.36;0.032;0.6;0.0;0.0;31.83
Milk;Milk, evaporated, NS as to fat content;0.0;12.0;0.0;10.04;29.0;31.8;0.0;0.0;0.0;0.194;6.81;64.0;0.316;2.3;10.04;0.047;74.04;2.335;0.245;4.591;7.56;261.0;0.016;0.19;24.0;203.0;303.0;106.0;0.77;65.0;0.16;0.05;1.9;0.14;0.5;135.44
Milk;Milk, evaporated, whole;0.0;12.0;0.0;10.04;29.0;31.8;0.0;0.0;0.0;0.194;6.81;64.0;0.316;2.3;10.04;0.047;74.04;2.335;0.245;4.591;7.56;261.0;0.016;0.19;24.0;203.0;303.0;106.0;0.77;65.0;0.16;0.05;1.9;0.14;0.5;135.44
Milk;Milk, evaporated, reduced fat (2%);0.0;3.0;0.0;11.15;8.0;25.1;0.0;0.0;0.0;0.171;7.42;130.0;0.304;2.5;11.15;0.044;78.0;0.569;0.071;1.214;1.96;285.0;0.016;0.28;27.0;192.0;326.0;113.0;0.88;131.0;0.24;0.054;1.2;0.05;0.2;91.92
Milk;Milk, evaporated, fat free (skim);0.0;0.0;0.0;11.35;4.0;25.2;0.0;0.0;0.0;0.174;7.55;118.0;0.309;2.5;11.35;0.045;79.4;0.062;0.006;0.121;0.2;290.0;0.016;0.29;27.0;195.0;332.0;115.0;0.9;118.0;0.24;0.055;1.2;0.0;0.0;77.4
Milk;Milk, condensed, sweetened;0.0;14.0;0.0;54.4;34.0;89.1;0.0;0.0;0.0;0.21;7.91;73.0;0.416;14.8;54.4;0.09;27.16;2.427;0.337;5.486;8.7;284.0;0.015;0.19;26.0;253.0;371.0;127.0;0.94;74.0;0.44;0.051;2.6;0.16;0.6;327.54
Non-dairy milk;Non-dairy milk, NFS;0.0;1.0;0.0;3.75;0.0;9.0;0.2;0.0;0.0;0.171;1.04;77.0;0.062;0.8;3.03;0.009;93.33;0.485;0.408;0.237;1.17;164.0;0.062;0.32;8.0;19.0;80.0;60.0;0.12;77.0;0.29;0.009;0.0;1.8;0.9;29.69
Soy milk;Soy milk;0.0;2.0;0.0;4.92;0.0;23.6;0.2;0.0;0.0;0.425;2.6;55.0;0.184;2.3;3.65;0.029;90.36;0.382;0.858;0.205;1.47;123.0;0.165;0.42;15.0;43.0;122.0;47.0;0.26;55.0;0.85;0.031;0.0;0.11;3.0;43.31
Soy milk;Soy milk, light;0.0;1.0;0.0;3.51;0.0;12.3;0.3;0.0;0.0;0.222;2.38;61.0;0.201;2.3;2.61;0.037;92.69;0.202;0.426;0.005;0.77;123.0;0.086;0.43;15.0;87.0;117.0;48.0;0.23;61.0;1.0;0.016;0.0;0.06;1.6;30.49
Soy milk;Soy milk, nonfat;0.0;1.0;0.0;4.14;0.0;17.9;0.2;0.0;0.0;0.323;2.47;61.0;0.174;1.8;3.65;0.022;92.67;0.0;0.036;0.0;0.04;116.0;0.125;0.35;10.0;87.0;105.0;57.0;0.1;61.0;0.23;0.024;0.0;0.08;2.3;26.8
Soy milk;Soy milk, chocolate;0.0;2.0;0.0;9.95;0.0;23.6;0.4;0.0;0.0;0.513;2.26;70.0;0.262;4.8;7.86;0.022;85.61;0.379;0.836;0.24;1.53;126.0;0.206;0.48;15.0;51.0;143.0;53.0;0.34;70.0;0.7;0.077;1.7;0.11;3.0;62.61
Soy milk;Soy milk, light, chocolate;0.0;2.0;0.0;8.24;0.0;28.4;0.7;0.0;0.0;0.512;2.1;61.0;0.201;1.7;7.13;0.037;88.38;0.037;0.405;0.032;0.64;123.0;0.199;0.59;15.0;87.0;144.0;46.0;0.23;61.0;1.0;0.037;0.0;0.13;3.6;47.12
Soy milk;Soy milk, nonfat, chocolate;0.0;2.0;0.0;8.24;0.0;28.4;0.7;0.0;0.0;0.512;2.1;61.0;0.201;1.7;7.13;0.037;88.38;0.037;0.405;0.032;0.64;123.0;0.199;0.59;15.0;87.0;144.0;46.0;0.23;61.0;1.0;0.037;0.0;0.13;3.6;47.12
Almond milk;Almond milk, sweetened;0.0;0.0;0.0;5.24;0.0;3.0;0.2;0.0;0.0;0.067;0.38;86.0;0.01;0.1;4.77;0.0;92.68;0.566;0.23;0.077;0.93;177.0;0.019;0.27;6.0;9.0;64.0;69.0;0.06;86.0;0.0;0.0;0.0;2.7;0.0;30.85
Almond milk;Almond milk, sweetened, chocolate;0.0;0.0;0.0;8.34;0.0;2.9;0.3;0.0;0.0;0.071;0.43;83.0;0.011;0.2;7.72;0.0;89.52;0.561;0.224;0.098;0.95;171.0;0.03;0.3;7.0;11.0;67.0;67.0;0.08;83.0;0.0;0.0;0.0;2.61;0.0;43.63
Almond milk;Almond milk, unsweetened;0.0;0.0;0.0;1.31;0.0;3.1;0.2;0.0;0.0;0.07;0.4;90.0;0.01;0.1;0.81;0.0;96.54;0.59;0.24;0.08;0.96;184.0;0.02;0.28;6.0;9.0;67.0;72.0;0.06;90.0;0.0;0.0;0.0;2.81;0.0;15.48
Almond milk;Almond milk, unsweetened, chocolate;0.0;0.0;0.0;1.48;0.0;3.1;0.3;0.0;0.0;0.076;0.46;90.0;0.011;0.1;0.81;0.0;96.26;0.602;0.241;0.104;1.0;184.0;0.031;0.32;7.0;11.0;71.0;72.0;0.08;90.0;0.0;0.0;0.0;2.8;0.0;16.76
Rice milk;Rice milk;0.0;0.0;0.0;9.17;0.0;2.1;0.3;0.0;0.0;0.39;0.28;63.0;0.142;2.2;5.28;0.027;89.28;0.625;0.313;0.0;0.97;118.0;0.037;0.2;11.0;56.0;27.0;39.0;0.13;63.0;0.63;0.039;0.0;0.47;0.2;46.53
Coconut milk;Coconut milk;0.0;0.0;0.0;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.21;63.0;0.0;0.0;2.5;0.0;94.57;0.0;0.0;2.083;2.08;188.0;0.0;0.3;0.0;0.0;19.0;19.0;0.0;63.0;0.63;0.0;0.0;0.0;0.0;31.24
Yogurt;Yogurt, NFS;0.0;2.0;0.0;7.04;6.0;15.2;0.0;0.0;0.0;0.114;5.25;14.0;0.214;3.3;7.04;0.044;85.06;0.426;0.044;1.0;1.55;183.0;0.013;0.08;17.0;144.0;234.0;70.0;0.89;14.0;0.56;0.049;0.8;0.03;0.2;63.11
Yogurt;Yogurt, Greek, NS as to type of milk or flavor;0.0;6.0;0.0;3.94;10.0;15.2;0.0;1.0;0.0;0.197;9.95;90.0;0.233;12.4;3.56;0.044;83.56;0.486;0.076;1.23;1.92;115.0;0.021;0.04;11.0;137.0;141.0;34.0;0.6;90.0;0.52;0.055;0.8;0.04;0.2;72.84
Yogurt;Yogurt, NS as to type of milk or flavor;0.0;2.0;0.0;7.04;6.0;15.2;0.0;0.0;0.0;0.114;5.25;14.0;0.214;3.3;7.04;0.044;85.06;0.426;0.044;1.0;1.55;183.0;0.013;0.08;17.0;144.0;234.0;70.0;0.89;14.0;0.56;0.049;0.8;0.03;0.2;63.11
Yogurt;Yogurt, NS as to type of milk, plain;0.0;2.0;0.0;7.04;6.0;15.2;0.0;0.0;0.0;0.114;5.25;14.0;0.214;3.3;7.04;0.044;85.06;0.426;0.044;1.0;1.55;183.0;0.013;0.08;17.0;144.0;234.0;70.0;0.89;14.0;0.56;0.049;0.8;0.03;0.2;63.11
Yogurt;Yogurt, whole milk, plain;0.0;5.0;0.0;4.66;13.0;15.2;0.0;0.0;0.0;0.075;3.47;27.0;0.142;2.2;4.66;0.029;87.89;0.893;0.092;2.096;3.25;121.0;0.009;0.05;12.0;95.0;155.0;46.0;0.59;27.0;0.37;0.032;0.5;0.06;0.2;61.77
Yogurt;Yogurt, low fat milk, plain;0.0;2.0;0.0;7.04;6.0;15.2;0.0;0.0;0.0;0.114;5.25;14.0;0.214;3.3;7.04;0.044;85.06;0.426;0.044;1.0;1.55;183.0;0.013;0.08;17.0;144.0;234.0;70.0;0.89;14.0;0.56;0.049;0.8;0.03;0.2;63.11
Yogurt;Yogurt, nonfat milk, plain;0.0;0.0;0.0;7.68;2.0;15.2;0.0;0.0;0.0;0.124;5.73;2.0;0.234;3.6;7.68;0.048;85.22;0.049;0.005;0.116;0.18;199.0;0.015;0.09;19.0;157.0;255.0;77.0;0.97;2.0;0.61;0.053;0.9;0.0;0.2;55.26
Yogurt;Yogurt, Greek, NS as to type of milk, plain;0.0;6.0;0.0;3.94;10.0;15.2;0.0;1.0;0.0;0.197;9.95;90.0;0.233;12.4;3.56;0.044;83.56;0.486;0.076;1.23;1.92;115.0;0.021;0.04;11.0;137.0;141.0;34.0;0.6;90.0;0.52;0.055;0.8;0.04;0.2;72.84
Yogurt;Yogurt, Greek, whole milk, plain;0.0;7.0;0.0;3.98;13.0;15.1;0.0;0.0;0.0;0.208;9.0;1.0;0.278;9.7;4.0;0.023;81.3;2.136;0.469;2.395;5.0;100.0;0.017;0.0;11.0;135.0;141.0;35.0;0.52;2.0;0.75;0.063;0.0;0.01;0.0;96.92
Yogurt;Yogurt, Greek, low fat milk, plain;0.0;6.0;0.0;3.94;10.0;15.2;0.0;1.0;0.0;0.197;9.95;90.0;0.233;12.4;3.56;0.044;83.56;0.486;0.076;1.23;1.92;115.0;0.021;0.04;11.0;137.0;141.0;34.0;0.6;90.0;0.52;0.055;0.8;0.04;0.2;72.84
Yogurt;Yogurt, Greek, nonfat milk, plain;0.0;0.0;0.0;3.64;5.0;15.1;0.0;0.0;0.0;0.211;10.3;1.0;0.281;9.9;3.27;0.022;85.0;0.043;0.011;0.108;0.37;111.0;0.017;0.07;11.0;136.0;141.0;36.0;0.53;1.0;0.7;0.064;0.0;0.01;0.0;59.09
Yogurt;Yogurt, NS as to type of milk, fruit;0.0;2.0;0.0;14.46;5.0;14.6;0.1;0.0;0.0;0.105;4.66;12.0;0.197;3.1;12.01;0.041;78.51;0.379;0.039;0.881;1.37;163.0;0.023;0.13;15.0;129.0;215.0;65.0;0.79;12.0;0.49;0.046;1.8;0.04;0.2;88.81
Yogurt;Yogurt, whole milk, fruit;0.0;4.0;0.0;12.36;11.0;14.6;0.1;0.0;0.0;0.07;3.1;24.0;0.134;2.2;9.92;0.027;81.0;0.79;0.081;1.845;2.87;109.0;0.02;0.1;11.0;86.0;146.0;44.0;0.53;24.0;0.33;0.031;1.5;0.07;0.2;87.67
Yogurt;Yogurt, low fat milk, fruit;0.0;2.0;0.0;14.46;5.0;14.6;0.1;0.0;0.0;0.105;4.66;12.0;0.197;3.1;12.01;0.041;78.51;0.379;0.039;0.881;1.37;163.0;0.023;0.13;15.0;129.0;215.0;65.0;0.79;12.0;0.49;0.046;1.8;0.04;0.2;88.81
Yogurt;Yogurt, nonfat milk, fruit;0.0;0.0;0.0;15.02;2.0;14.6;0.1;0.0;0.0;0.113;5.09;2.0;0.215;3.4;12.58;0.044;78.65;0.048;0.004;0.103;0.17;177.0;0.025;0.14;17.0;140.0;234.0;72.0;0.86;2.0;0.54;0.049;1.8;0.01;0.2;81.97
Yogurt;Yogurt, Greek, NS as to type of milk, fruit;0.0;7.0;0.0;12.29;12.0;14.0;1.0;7.0;0.0;0.205;8.17;30.0;0.235;9.6;11.23;0.037;76.41;0.65;0.113;1.599;2.57;88.0;0.019;0.07;10.0;109.0;129.0;33.0;0.41;31.0;0.5;0.049;0.7;0.02;0.0;104.97
Yogurt;Yogurt, Greek, whole milk, fruit;0.0;7.0;0.0;12.29;10.0;14.3;0.0;7.0;0.0;0.205;7.33;45.0;0.235;9.6;12.0;0.046;76.81;1.265;0.219;1.599;3.0;100.0;0.019;0.0;10.0;109.0;113.0;37.0;0.41;46.0;0.5;0.049;0.0;0.07;0.3;105.48
Yogurt;Yogurt, Greek, low fat milk, fruit;0.0;7.0;0.0;12.29;12.0;14.0;1.0;7.0;0.0;0.205;8.17;30.0;0.235;9.6;11.23;0.037;76.41;0.65;0.113;1.599;2.57;88.0;0.019;0.07;10.0;109.0;129.0;33.0;0.41;31.0;0.5;0.049;0.7;0.02;0.0;104.97
Yogurt;Yogurt, Greek, nonfat milk, fruit;0.0;2.0;0.0;12.2;4.0;14.0;0.6;4.0;0.0;0.208;8.06;0.0;0.25;9.8;11.5;0.037;79.0;0.029;0.021;0.103;0.15;97.0;0.02;0.09;10.0;113.0;133.0;32.0;0.46;0.0;0.45;0.05;0.2;0.02;0.0;82.39
Yogurt;Yogurt, NS as to type of milk, flavors other than fruit;0.0;2.0;0.0;9.82;6.0;14.7;0.0;0.0;0.0;0.111;5.09;14.0;0.208;3.2;9.82;0.043;82.51;0.413;0.043;0.97;1.51;178.0;0.013;0.08;16.0;140.0;227.0;68.0;0.86;14.0;0.54;0.048;0.8;0.03;0.2;73.23
Yogurt;Yogurt, whole milk, flavors other than fruit;0.0;5.0;0.0;9.41;12.0;14.4;0.0;0.0;0.0;0.071;3.3;26.0;0.136;2.1;9.42;0.028;83.5;0.848;0.087;1.991;3.1;115.0;0.009;0.05;11.0;90.0;147.0;44.0;0.56;26.0;0.35;0.03;0.5;0.06;0.2;78.74
Yogurt;Yogurt, low fat milk, flavors other than fruit;0.0;2.0;0.0;9.82;6.0;14.7;0.0;0.0;0.0;0.111;5.09;14.0;0.208;3.2;9.82;0.043;82.51;0.413;0.043;0.97;1.51;178.0;0.013;0.08;16.0;140.0;227.0;68.0;0.86;14.0;0.54;0.048;0.8;0.03;0.2;73.23
Yogurt;Yogurt, nonfat milk, flavors other than fruit;0.0;0.0;0.0;10.44;2.0;14.7;0.0;0.0;0.0;0.12;5.56;2.0;0.228;3.5;10.44;0.047;82.66;0.048;0.005;0.113;0.18;193.0;0.015;0.09;18.0;152.0;247.0;75.0;0.94;2.0;0.59;0.051;0.9;0.0;0.2;65.62
Yogurt;Yogurt, Greek, NS as to type of milk, flavors other than fruit;0.0;3.0;0.0;9.54;5.0;33.4;0.0;0.0;0.0;0.201;8.64;110.0;0.24;9.7;9.54;0.038;78.76;0.846;0.203;1.465;2.5;100.0;0.018;0.04;10.0;119.0;123.0;40.0;0.46;110.0;0.64;0.05;0.0;0.02;0.2;95.22
Yogurt;Yogurt, Greek, whole milk, flavors other than fruit;0.0;7.0;0.0;9.35;10.0;33.2;0.0;0.0;0.0;0.197;8.47;124.0;0.235;9.5;9.35;0.037;77.19;1.404;0.273;2.674;4.44;98.0;0.018;0.04;10.0;117.0;121.0;39.0;0.45;125.0;0.63;0.049;0.0;0.08;0.4;111.24
Yogurt;Yogurt, Greek, low fat milk, flavors other than fruit;0.0;3.0;0.0;9.54;5.0;33.4;0.0;0.0;0.0;0.201;8.64;110.0;0.24;9.7;9.54;0.038;78.76;0.846;0.203;1.465;2.5;100.0;0.018;0.04;10.0;119.0;123.0;40.0;0.46;110.0;0.64;0.05;0.0;0.02;0.2;95.22
Yogurt;Yogurt, Greek, nonfat milk, flavors other than fruit;0.0;0.0;0.0;10.37;3.0;15.2;0.5;0.0;0.0;0.201;8.64;0.0;0.24;9.7;9.54;0.042;80.26;0.039;0.009;0.133;0.18;99.0;0.018;0.04;10.0;119.0;123.0;34.0;0.46;0.0;0.64;0.05;0.0;0.02;0.1;77.66
Yogurt;Yogurt, Greek, with oats;0.0;3.0;0.0;22.38;4.0;31.8;1.9;31.0;0.0;0.511;8.9;88.0;0.23;10.2;12.07;0.094;63.61;1.629;0.915;1.478;4.29;96.0;0.063;0.64;27.0;165.0;184.0;53.0;0.75;88.0;0.53;0.077;0.1;0.24;2.3;163.73
Yogurt;Yogurt, liquid;0.0;1.0;0.0;11.81;4.0;11.7;0.1;0.0;0.0;0.083;3.71;10.0;0.157;2.5;9.78;0.032;82.57;0.302;0.031;0.701;1.09;131.0;0.021;0.1;12.0;103.0;171.0;53.0;0.63;10.0;0.39;0.036;1.4;0.03;0.1;71.89
Chipotle dip;Chipotle dip, yogurt based;1.0;16.0;2.0;3.33;16.0;18.6;0.0;17.0;0.0;0.177;7.93;73.0;0.186;10.1;2.97;0.037;70.61;3.638;8.716;3.219;15.99;92.0;0.022;0.09;9.0;111.0;119.0;636.0;0.5;74.0;0.43;0.054;3.4;0.68;32.0;188.95
Dill dip;Dill dip, yogurt based;0.0;17.0;1.0;3.76;16.0;19.4;0.3;27.0;0.0;0.25;8.16;73.0;0.207;10.2;2.99;0.038;69.81;3.645;8.742;3.232;16.03;103.0;0.028;0.29;13.0;115.0;141.0;641.0;0.55;74.0;0.43;0.054;1.9;0.75;44.9;191.95
Onion dip;Onion dip, yogurt based;0.0;5.0;1.0;4.07;14.0;17.7;0.2;3.0;0.0;0.147;6.82;66.0;0.168;8.2;3.38;0.041;74.42;2.928;6.865;2.713;12.88;93.0;0.019;0.08;10.0;105.0;126.0;507.0;0.47;66.0;0.42;0.054;1.1;0.53;25.0;159.48
Ranch dip;Ranch dip, yogurt based;0.0;17.0;1.0;4.13;17.0;20.5;0.3;27.0;0.0;0.257;8.48;73.0;0.222;10.4;3.41;0.042;69.0;3.661;8.744;3.267;16.09;114.0;0.029;0.29;14.0;123.0;154.0;646.0;0.58;74.0;0.46;0.056;1.9;0.75;44.9;195.25
Spinach dip;Spinach dip, yogurt based;0.0;556.0;1.0;3.6;14.0;19.1;0.3;1197.0;0.0;0.17;7.02;66.0;0.179;8.6;3.04;0.043;74.55;2.927;6.892;2.721;12.94;103.0;0.028;0.21;15.0;106.0;136.0;514.0;0.49;112.0;0.42;0.054;0.7;0.8;66.2;158.94
Tzatziki dip;Tzatziki dip;4.0;21.0;10.0;3.95;7.0;11.0;0.2;9.0;0.0;0.16;5.35;1.0;0.169;5.7;2.92;0.025;83.08;3.724;0.641;1.838;6.31;64.0;0.027;0.14;11.0;86.0;139.0;307.0;0.38;3.0;0.42;0.06;2.0;0.52;8.2;93.99
Vegetable dip;Vegetable dip, yogurt based;0.0;17.0;1.0;3.76;16.0;19.4;0.3;27.0;0.0;0.25;8.16;73.0;0.207;10.2;2.99;0.038;69.81;3.645;8.742;3.232;16.03;103.0;0.028;0.29;13.0;115.0;141.0;641.0;0.55;74.0;0.43;0.054;1.9;0.75;44.9;191.95
Yogurt parfait;Yogurt parfait, low fat, with fruit;0.0;12.0;0.0;15.86;3.0;11.9;1.1;12.0;0.0;0.714;3.36;29.0;0.173;3.9;11.68;0.07;78.97;0.307;0.122;0.525;1.01;105.0;0.054;0.49;17.0;93.0;189.0;49.0;0.89;30.0;0.88;0.233;14.3;0.25;1.7;85.97
Frozen yogurt;Frozen yogurt, NFS;0.0;9.0;0.0;21.6;13.0;23.1;0.0;0.0;0.0;0.07;3.0;48.0;0.18;1.9;19.92;0.04;71.2;0.986;0.1;2.326;3.6;100.0;0.009;0.46;10.0;89.0;156.0;63.0;0.28;49.0;0.07;0.04;0.7;0.09;0.3;130.8
